unit_num,cycle,op_setting_1,op_setting_2,op_setting_3,Total temperature at fan inlet,Total temperature at LPC outlet,Total temperature at HPC outlet,Total temperature at LPT outlet,Pressure at fan inlet,Total pressure in bypass-duct,Total pressure at HPC outlet,Physical fan speed,Physical core speed,Engine pressure ratio (P50/P2),Static pressure at HPC outlet,Ratio of fuel flow to Ps30,Corrected fan speed,Corrected core speed,Bypass Ratio,Burner fuel-air ratio,Bleed Enthalpy,Demanded fan speed,Demanded corrected fan speed,HPT coolant bleed,LPT coolant bleed,RUL,State
1,91,0.0025,-0.0004,100.0,518.67,641.98,1584.84,1404.76,14.62,21.61,553.54,2388.04,9050.72,1.3,47.32,521.55,2388.1,8134.4,8.3949,0.03,394,2388,100.0,39.11,23.3842,101,OK
1,93,0.0032,0.0002,100.0,518.67,642.85,1593.74,1408.48,14.62,21.61,554.07,2388.07,9047.87,1.3,47.46,521.43,2388.08,8133.15,8.421,0.03,392,2388,100.0,38.86,23.2477,99,OK
1,95,0.0019,0.0003,100.0,518.67,642.86,1577.6,1410.1,14.62,21.61,553.91,2388.02,9048.85,1.3,47.38,521.92,2388.02,8131.63,8.4575,0.03,394,2388,100.0,38.76,23.3269,97,OK
1,97,0.0035,-0.0003,100.0,518.67,642.07,1595.77,1407.81,14.62,21.61,553.4,2388.09,9046.1,1.3,47.46,521.67,2388.06,8128.74,8.4105,0.03,392,2388,100.0,39.01,23.2963,95,OK
1,99,-0.0005,-0.0,100.0,518.67,642.46,1592.73,1406.13,14.62,21.61,553.76,2388.08,9045.14,1.3,47.4,521.42,2388.1,8131.77,8.4481,0.03,393,2388,100.0,38.82,23.2323,93,OK
1,101,0.0012,0.0003,100.0,518.67,642.75,1584.18,1403.41,14.62,21.61,553.37,2388.06,9052.3,1.3,47.62,521.89,2388.08,8125.97,8.4353,0.03,391,2388,100.0,38.75,23.4149,91,OK
1,103,-0.0013,0.0001,100.0,518.67,642.21,1581.27,1403.21,14.62,21.61,553.64,2388.09,9053.28,1.3,47.57,521.41,2388.1,8124.4,8.4263,0.03,392,2388,100.0,38.69,23.4289,89,OK
1,105,0.0024,0.0004,100.0,518.67,642.01,1588.28,1403.22,14.62,21.61,553.11,2388.09,9048.36,1.3,47.31,521.81,2388.08,8134.01,8.4326,0.03,393,2388,100.0,38.77,23.3857,87,OK
1,107,-0.0012,-0.0001,100.0,518.67,642.53,1595.13,1407.73,14.62,21.61,553.74,2388.07,9048.68,1.3,47.35,521.75,2388.07,8132.4,8.4241,0.03,396,2388,100.0,39.01,23.4086,85,OK
1,109,-0.0011,-0.0003,100.0,518.67,642.49,1586.45,1409.1,14.62,21.61,553.59,2388.1,9051.13,1.3,47.58,521.62,2388.11,8130.97,8.3757,0.03,394,2388,100.0,39.05,23.3561,83,OK
1,111,0.0008,0.0004,100.0,518.67,642.67,1584.38,1408.11,14.62,21.61,553.49,2388.12,9051.64,1.3,47.62,521.53,2388.14,8132.4,8.4447,0.03,392,2388,100.0,38.92,23.2135,81,OK
1,113,0.0007,0.0001,100.0,518.67,642.68,1590.85,1406.59,14.62,21.61,552.91,2388.1,9053.15,1.3,47.46,521.75,2388.16,8129.32,8.458,0.03,393,2388,100.0,38.9,23.3101,79,OK
1,115,-0.0017,0.0005,100.0,518.67,642.66,1594.84,1406.6,14.62,21.61,554.13,2388.11,9050.37,1.3,47.43,521.36,2388.12,8127.6,8.4345,0.03,393,2388,100.0,38.93,23.3022,77,OK
1,117,0.0005,0.0004,100.0,518.67,642.38,1589.77,1409.35,14.62,21.61,554.59,2388.1,9049.61,1.3,47.52,521.22,2388.1,8126.12,8.4256,0.03,391,2388,100.0,38.73,23.1766,75,OK
1,119,0.0013,0.0005,100.0,518.67,642.67,1596.8,1404.46,14.62,21.61,553.77,2388.1,9045.89,1.3,47.55,521.46,2388.09,8123.85,8.4194,0.03,394,2388,100.0,39.01,23.3188,73,OK
1,121,-0.0033,0.0004,100.0,518.67,642.63,1593.56,1411.9,14.62,21.61,553.7,2388.07,9040.97,1.3,47.44,521.3,2388.04,8133.94,8.4263,0.03,394,2388,100.0,38.63,23.422,71,OK
1,123,0.0016,-0.0002,100.0,518.67,643.39,1586.66,1403.04,14.62,21.61,552.64,2388.12,9049.44,1.3,47.41,521.6,2388.17,8129.72,8.4396,0.03,392,2388,100.0,38.9,23.292,69,OK
1,125,-0.0004,0.0005,100.0,518.67,642.96,1585.47,1406.42,14.62,21.61,552.44,2388.13,9046.16,1.3,47.63,521.57,2388.11,8126.33,8.4079,0.03,394,2388,100.0,38.68,23.3039,67,OK
1,127,-0.001,0.0002,100.0,518.67,642.99,1586.9,1399.49,14.62,21.61,553.81,2388.09,9047.9,1.3,47.63,521.34,2388.1,8133.0,8.4626,0.03,393,2388,100.0,38.91,23.2772,65,OK
1,129,-0.0033,0.0003,100.0,518.67,642.41,1591.33,1408.42,14.62,21.61,552.42,2388.09,9046.08,1.3,47.61,522.02,2388.13,8127.33,8.4681,0.03,393,2388,100.0,38.84,23.2656,63,OK
1,131,0.0002,-0.0001,100.0,518.67,643.01,1585.78,1413.25,14.62,21.61,553.7,2388.11,9045.1,1.3,47.7,521.45,2388.13,8126.38,8.4328,0.03,391,2388,100.0,38.73,23.3435,61,OK
1,133,0.0032,-0.0002,100.0,518.67,642.45,1592.64,1410.11,14.62,21.61,553.82,2388.11,9050.95,1.3,47.57,521.23,2388.09,8130.93,8.4604,0.03,394,2388,100.0,38.95,23.2521,59,OK
1,135,-0.0017,0.0001,100.0,518.67,642.45,1585.55,1406.83,14.62,21.61,553.09,2388.14,9050.65,1.3,47.34,520.99,2388.12,8129.34,8.4242,0.03,392,2388,100.0,38.85,23.2744,57,OK
1,137,-0.0011,0.0,100.0,518.67,642.43,1594.69,1405.15,14.62,21.61,553.39,2388.14,9040.55,1.3,47.89,521.63,2388.12,8128.81,8.449,0.03,394,2388,100.0,38.87,23.2593,55,OK
1,139,-0.0014,0.0005,100.0,518.67,643.11,1592.28,1412.6,14.62,21.61,553.25,2388.06,9044.81,1.3,47.67,521.03,2388.15,8124.97,8.4621,0.03,394,2388,100.0,38.88,23.3422,53,OK
1,141,-0.0023,0.0005,100.0,518.67,642.39,1590.02,1415.25,14.62,21.61,553.45,2388.13,9050.86,1.3,47.49,521.06,2388.16,8120.93,8.4641,0.03,394,2388,100.0,39.02,23.2382,51,OK
1,143,-0.0005,-0.0003,100.0,518.67,642.77,1593.1,1404.21,14.62,21.61,553.62,2388.13,9050.63,1.3,47.52,520.98,2388.11,8126.81,8.4419,0.03,393,2388,100.0,38.79,23.2305,49,OK
1,145,-0.0004,-0.0001,100.0,518.67,642.95,1594.92,1409.63,14.62,21.61,553.03,2388.13,9046.92,1.3,47.54,521.13,2388.15,8130.91,8.4644,0.03,395,2388,100.0,38.67,23.149,47,OK
1,147,0.0047,0.0001,100.0,518.67,642.25,1594.85,1409.96,14.62,21.61,553.09,2388.14,9041.24,1.3,47.8,520.92,2388.12,8126.13,8.4428,0.03,393,2388,100.0,38.77,23.2684,45,OK
1,149,0.0025,0.0004,100.0,518.67,642.9,1592.78,1410.7,14.62,21.61,552.54,2388.17,9057.24,1.3,47.83,521.13,2388.15,8124.34,8.4731,0.03,394,2388,100.0,38.77,23.2565,43,OK
1,151,-0.0019,-0.0001,100.0,518.67,642.82,1592.39,1411.94,14.62,21.61,552.41,2388.14,9048.12,1.3,47.58,520.94,2388.22,8127.21,8.4612,0.03,394,2388,100.0,38.56,23.2277,41,OK
1,153,0.0011,-0.0004,100.0,518.67,642.99,1589.17,1414.56,14.62,21.61,552.68,2388.14,9049.43,1.3,47.74,520.69,2388.17,8124.14,8.4435,0.03,393,2388,100.0,38.78,23.1719,39,Warning
1,155,-0.0033,0.0002,100.0,518.67,642.83,1590.4,1414.89,14.62,21.61,552.89,2388.16,9049.56,1.3,47.61,521.23,2388.17,8120.41,8.4729,0.03,394,2388,100.0,38.68,23.2749,37,Warning
1,157,-0.0018,0.0002,100.0,518.67,642.2,1598.04,1412.47,14.62,21.61,552.32,2388.14,9053.12,1.3,47.72,520.94,2388.17,8125.07,8.4328,0.03,392,2388,100.0,38.67,23.2354,35,Warning
1,159,-0.0006,0.0001,100.0,518.67,642.89,1589.54,1420.37,14.62,21.61,552.18,2388.13,9048.06,1.3,47.76,520.65,2388.23,8127.61,8.4403,0.03,394,2388,100.0,38.76,23.253,33,Warning
1,161,0.0008,0.0001,100.0,518.67,643.0,1594.2,1417.31,14.62,21.61,552.8,2388.18,9048.06,1.3,47.77,520.47,2388.18,8126.97,8.4405,0.03,394,2388,100.0,38.66,23.2962,31,Warning
1,163,0.0003,-0.0004,100.0,518.67,642.85,1600.54,1421.09,14.62,21.61,552.41,2388.2,9049.24,1.3,47.89,520.3,2388.2,8124.06,8.5129,0.03,393,2388,100.0,38.65,23.1419,29,Warning
1,165,0.001,0.0004,100.0,518.67,642.76,1597.03,1408.09,14.62,21.61,552.79,2388.19,9039.09,1.3,47.89,520.69,2388.24,8126.53,8.4922,0.03,393,2388,100.0,38.59,23.2129,27,Warning
1,167,0.0012,0.0003,100.0,518.67,643.02,1593.83,1414.72,14.62,21.61,552.57,2388.23,9042.05,1.3,47.85,520.49,2388.18,8122.41,8.4632,0.03,394,2388,100.0,38.77,23.3011,25,Warning
1,169,-0.0017,0.0004,100.0,518.67,643.2,1590.16,1418.05,14.62,21.61,552.71,2388.25,9055.18,1.3,47.88,520.44,2388.18,8125.3,8.4767,0.03,394,2388,100.0,38.58,23.187,23,Warning
1,171,0.0004,-0.0003,100.0,518.67,643.26,1592.06,1414.99,14.62,21.61,552.71,2388.2,9042.12,1.3,48.03,519.85,2388.22,8124.87,8.4922,0.03,395,2388,100.0,38.68,23.2444,21,Warning
1,173,-0.0032,0.0002,100.0,518.67,642.97,1590.69,1425.27,14.62,21.61,552.13,2388.22,9048.82,1.3,47.9,520.11,2388.23,8121.64,8.5091,0.03,395,2388,100.0,38.59,23.1789,19,Warning
1,175,0.0001,0.0002,100.0,518.67,643.61,1603.29,1422.52,14.62,21.61,551.64,2388.23,9042.66,1.3,47.86,520.38,2388.22,8125.76,8.489,0.03,394,2388,100.0,38.58,23.1573,17,Warning
1,177,-0.0038,-0.0003,100.0,518.67,643.79,1602.02,1423.99,14.62,21.61,551.93,2388.25,9046.2,1.3,48.03,520.24,2388.23,8120.11,8.4779,0.03,396,2388,100.0,38.63,23.1673,15,Warning
1,179,0.0023,-0.0003,100.0,518.67,642.86,1592.56,1429.45,14.62,21.61,551.57,2388.26,9044.23,1.3,48.02,520.38,2388.18,8116.84,8.4947,0.03,395,2388,100.0,38.77,23.1888,13,Warning
1,181,-0.0006,0.0005,100.0,518.67,643.44,1596.71,1420.64,14.62,21.61,551.83,2388.23,9038.29,1.3,48.1,520.43,2388.23,8114.79,8.472,0.03,397,2388,100.0,38.34,23.1652,11,Warning
1,183,0.0001,0.0001,100.0,518.67,643.24,1597.23,1419.03,14.62,21.61,551.38,2388.21,9040.94,1.3,48.03,520.05,2388.23,8117.8,8.5041,0.03,396,2388,100.0,38.56,23.1302,9,Alarm
1,185,0.0008,0.0001,100.0,518.67,643.8,1603.46,1424.4,14.62,21.61,551.64,2388.29,9043.71,1.3,48.15,519.82,2388.27,8113.69,8.4984,0.03,395,2388,100.0,38.51,23.07,7,Alarm
1,187,-0.0047,-0.0,100.0,518.67,643.32,1592.1,1427.27,14.62,21.61,551.08,2388.29,9037.71,1.3,48.23,519.53,2388.28,8115.67,8.5218,0.03,396,2388,100.0,38.42,23.0822,5,Alarm
1,189,-0.0006,0.0002,100.0,518.67,644.18,1596.17,1428.01,14.62,21.61,550.7,2388.27,9044.55,1.3,48.08,519.58,2388.33,8117.51,8.5183,0.03,395,2388,100.0,38.48,23.1127,3,Fail
1,191,-0.0,-0.0004,100.0,518.67,643.34,1602.36,1425.77,14.62,21.61,550.92,2388.28,9042.76,1.3,48.15,519.57,2388.3,8114.61,8.5174,0.03,394,2388,100.0,38.45,23.1295,1,Fail
2,51,0.0008,0.0003,100.0,518.67,642.03,1585.34,1393.06,14.62,21.61,555.02,2388.02,9055.92,1.3,47.03,522.34,2388.01,8137.89,8.3731,0.03,392,2388,100.0,38.9,23.3239,236,OK
2,53,-0.0023,-0.0001,100.0,518.67,642.0,1584.9,1397.09,14.62,21.61,554.33,2388.05,9051.78,1.3,46.98,522.73,2388.01,8137.95,8.411,0.03,391,2388,100.0,38.95,23.5307,234,OK
2,55,-0.0035,-0.0004,100.0,518.67,642.33,1585.59,1387.16,14.62,21.6,554.54,2388.02,9044.62,1.3,47.18,522.7,2388.02,8134.65,8.4077,0.03,392,2388,100.0,39.11,23.3779,232,OK
2,57,-0.0003,-0.0001,100.0,518.67,642.5,1584.13,1389.62,14.62,21.61,553.87,2388.05,9052.86,1.3,47.17,521.98,2387.96,8136.88,8.4008,0.03,391,2388,100.0,39.23,23.4544,230,OK
2,59,0.0032,-0.0,100.0,518.67,642.48,1584.24,1397.95,14.62,21.61,554.6,2388.08,9053.2,1.3,47.17,522.78,2388.0,8136.9,8.4036,0.03,391,2388,100.0,39.04,23.4347,228,OK
2,61,-0.0044,0.0001,100.0,518.67,642.41,1585.45,1399.71,14.62,21.61,555.08,2388.03,9057.02,1.3,47.09,522.69,2387.99,8135.88,8.4006,0.03,391,2388,100.0,39.04,23.2745,226,OK
2,63,-0.0014,0.0005,100.0,518.67,641.91,1575.83,1395.05,14.62,21.61,554.63,2388.0,9061.57,1.3,47.17,522.15,2388.01,8134.72,8.3867,0.03,392,2388,100.0,38.98,23.325,224,OK
2,65,0.0008,0.0,100.0,518.67,641.7,1582.59,1395.4,14.62,21.6,554.28,2388.0,9057.07,1.3,47.34,522.52,2387.98,8135.72,8.4128,0.03,391,2388,100.0,38.92,23.3455,222,OK
2,67,-0.0036,-0.0001,100.0,518.67,642.17,1587.63,1395.44,14.62,21.61,554.99,2388.1,9048.97,1.3,46.96,522.58,2388.0,8138.81,8.3761,0.03,393,2388,100.0,39.02,23.3933,220,OK
2,69,-0.0004,0.0,100.0,518.67,642.73,1586.47,1399.73,14.62,21.61,554.35,2388.01,9049.25,1.3,47.33,522.21,2387.97,8136.47,8.4116,0.03,392,2388,100.0,39.09,23.3783,218,OK
2,71,-0.0004,0.0002,100.0,518.67,642.39,1586.68,1403.09,14.62,21.61,555.01,2388.0,9053.44,1.3,47.24,522.02,2387.94,8131.12,8.3993,0.03,392,2388,100.0,38.92,23.317,216,OK
2,73,-0.0004,-0.0001,100.0,518.67,641.73,1586.57,1400.98,14.62,21.61,554.41,2388.01,9057.35,1.3,47.15,522.95,2388.02,8142.06,8.3896,0.03,390,2388,100.0,38.94,23.4567,214,OK
2,75,0.0025,0.0004,100.0,518.67,641.64,1578.27,1390.64,14.62,21.6,555.45,2387.95,9053.52,1.3,47.09,522.54,2388.07,8133.37,8.3944,0.03,392,2388,100.0,38.99,23.421,212,OK
2,77,0.0003,0.0,100.0,518.67,641.97,1588.54,1395.38,14.62,21.61,554.06,2388.02,9052.12,1.3,46.95,522.36,2388.02,8138.64,8.4399,0.03,392,2388,100.0,39.01,23.4969,210,OK
2,79,0.0021,0.0004,100.0,518.67,641.62,1585.59,1398.51,14.62,21.61,554.19,2388.0,9057.44,1.3,47.23,522.26,2388.09,8135.02,8.3931,0.03,390,2388,100.0,39.15,23.2873,208,OK
2,81,0.0006,-0.0001,100.0,518.67,641.72,1578.31,1390.12,14.62,21.61,555.25,2388.02,9053.0,1.3,47.25,522.62,2388.07,8135.81,8.4162,0.03,391,2388,100.0,39.08,23.4685,206,OK
2,83,0.0,-0.0004,100.0,518.67,641.73,1585.18,1398.81,14.62,21.61,554.18,2388.07,9047.88,1.3,47.13,523.13,2388.04,8135.08,8.3997,0.03,390,2388,100.0,39.0,23.4056,204,OK
2,85,0.0002,0.0004,100.0,518.67,641.73,1588.31,1398.33,14.62,21.6,554.5,2387.97,9049.41,1.3,47.19,522.63,2387.96,8137.66,8.3954,0.03,391,2388,100.0,39.13,23.4072,202,OK
2,87,0.0019,-0.0002,100.0,518.67,642.36,1582.64,1399.51,14.62,21.61,554.77,2387.95,9056.36,1.3,47.26,522.59,2387.96,8140.14,8.3952,0.03,393,2388,100.0,39.1,23.2916,200,OK
2,89,0.0017,0.0005,100.0,518.67,641.95,1584.62,1394.07,14.62,21.61,554.18,2388.0,9054.7,1.3,47.18,522.42,2388.08,8135.49,8.4143,0.03,393,2388,100.0,39.18,23.4148,198,OK
2,91,-0.0007,-0.0002,100.0,518.67,642.09,1583.57,1399.47,14.62,21.61,553.79,2388.02,9045.94,1.3,47.15,522.48,2388.05,8134.67,8.4026,0.03,391,2388,100.0,39.1,23.3972,196,OK
2,93,0.0019,-0.0004,100.0,518.67,642.21,1591.68,1392.48,14.62,21.61,553.92,2388.05,9049.14,1.3,47.24,522.52,2388.0,8137.98,8.4005,0.03,391,2388,100.0,38.94,23.3075,194,OK
2,95,-0.0022,0.0002,100.0,518.67,642.56,1579.26,1402.79,14.62,21.61,553.99,2388.05,9048.27,1.3,47.06,522.37,2388.02,8131.72,8.3773,0.03,392,2388,100.0,38.98,23.4318,192,OK
2,97,0.0008,0.0001,100.0,518.67,642.04,1586.12,1400.5,14.62,21.61,554.42,2388.02,9056.26,1.3,47.19,522.22,2388.06,8135.99,8.4202,0.03,391,2388,100.0,39.06,23.3578,190,OK
2,99,-0.0034,-0.0004,100.0,518.67,642.04,1585.48,1400.97,14.62,21.61,554.43,2388.05,9054.46,1.3,47.13,522.5,2388.0,8138.18,8.4179,0.03,393,2388,100.0,39.15,23.3414,188,OK
2,101,0.0031,-0.0,100.0,518.67,641.96,1582.66,1397.81,14.62,21.61,555.07,2387.98,9051.47,1.3,47.37,522.4,2388.01,8140.13,8.3835,0.03,392,2388,100.0,38.93,23.4257,186,OK
2,103,-0.0022,0.0002,100.0,518.67,642.05,1587.75,1392.16,14.62,21.61,554.44,2388.11,9050.8,1.3,47.23,522.36,2388.02,8144.59,8.4148,0.03,392,2388,100.0,39.12,23.4403,184,OK
2,105,-0.005,0.0004,100.0,518.67,641.94,1585.65,1397.45,14.62,21.61,554.81,2388.02,9058.39,1.3,47.32,522.11,2388.05,8140.65,8.4056,0.03,392,2388,100.0,39.0,23.3467,182,OK
2,107,0.0011,-0.0001,100.0,518.67,642.52,1581.7,1402.93,14.62,21.61,554.21,2387.96,9058.97,1.3,47.16,522.34,2388.05,8136.62,8.3723,0.03,393,2388,100.0,39.13,23.5191,180,OK
2,109,0.0014,0.0,100.0,518.67,642.12,1590.41,1392.9,14.62,21.61,553.72,2388.12,9053.21,1.3,47.28,522.0,2387.99,8145.36,8.4061,0.03,391,2388,100.0,39.1,23.3497,178,OK
2,111,0.0039,0.0,100.0,518.67,642.24,1576.85,1393.76,14.62,21.61,554.42,2387.99,9062.68,1.3,47.18,522.32,2387.99,8137.95,8.4437,0.03,392,2388,100.0,39.16,23.4703,176,OK
2,113,-0.003,0.0,100.0,518.67,641.95,1584.21,1404.74,14.62,21.61,554.07,2388.01,9049.1,1.3,47.23,522.1,2387.99,8141.12,8.3994,0.03,391,2388,100.0,39.12,23.5029,174,OK
2,115,-0.0041,-0.0001,100.0,518.67,642.16,1583.27,1401.33,14.62,21.61,554.37,2388.01,9055.06,1.3,47.14,522.1,2388.03,8138.48,8.395,0.03,390,2388,100.0,38.89,23.313,172,OK
2,117,-0.0031,-0.0,100.0,518.67,641.97,1583.84,1395.4,14.62,21.61,554.6,2388.02,9056.45,1.3,47.23,522.39,2388.03,8139.95,8.4365,0.03,392,2388,100.0,39.05,23.432,170,OK
2,119,0.0,-0.0002,100.0,518.67,642.67,1585.06,1401.87,14.62,21.61,554.32,2388.0,9054.52,1.3,47.24,522.21,2388.0,8141.97,8.4236,0.03,392,2388,100.0,38.74,23.3731,168,OK
2,121,0.0027,0.0003,100.0,518.67,642.04,1580.19,1391.52,14.62,21.61,554.51,2387.96,9053.67,1.3,47.28,522.31,2387.97,8140.79,8.4134,0.03,392,2388,100.0,39.09,23.3381,166,OK
2,123,-0.001,-0.0004,100.0,518.67,642.11,1588.59,1403.23,14.62,21.61,554.31,2388.04,9056.3,1.3,47.21,522.14,2388.03,8134.83,8.3887,0.03,391,2388,100.0,38.86,23.4492,164,OK
2,125,-0.0015,0.0001,100.0,518.67,642.71,1586.32,1397.94,14.62,21.61,554.81,2388.01,9060.56,1.3,47.31,522.23,2387.98,8142.91,8.4012,0.03,391,2388,100.0,39.09,23.3785,162,OK
2,127,-0.0002,-0.0004,100.0,518.67,642.26,1586.65,1400.81,14.62,21.61,554.08,2387.99,9056.25,1.3,47.21,522.2,2388.08,8134.49,8.4476,0.03,391,2388,100.0,39.08,23.34,160,OK
2,129,0.0007,0.0004,100.0,518.67,641.66,1590.59,1400.25,14.62,21.6,554.6,2388.07,9052.79,1.3,47.23,522.19,2387.99,8139.65,8.3986,0.03,392,2388,100.0,38.96,23.4331,158,OK
2,131,-0.0001,0.0001,100.0,518.67,641.96,1587.61,1394.26,14.62,21.61,554.88,2388.01,9055.73,1.3,47.36,522.37,2387.98,8141.5,8.4074,0.03,392,2388,100.0,39.02,23.4016,156,OK
2,133,-0.0016,-0.0004,100.0,518.67,642.84,1581.22,1393.87,14.62,21.61,554.21,2388.04,9060.79,1.3,47.18,521.71,2388.05,8140.53,8.4054,0.03,392,2388,100.0,38.89,23.2668,154,OK
2,135,0.0009,-0.0002,100.0,518.67,642.02,1580.12,1404.56,14.62,21.61,554.52,2388.01,9051.53,1.3,47.34,522.13,2388.03,8129.68,8.4108,0.03,392,2388,100.0,38.91,23.3992,152,OK
2,137,0.0044,-0.0004,100.0,518.67,642.46,1585.36,1406.79,14.62,21.61,554.42,2388.01,9057.59,1.3,47.39,522.21,2388.0,8135.55,8.369,0.03,391,2388,100.0,38.98,23.3517,150,OK
2,139,-0.0003,0.0005,100.0,518.67,642.63,1590.88,1400.87,14.62,21.61,554.24,2388.06,9057.55,1.3,47.3,522.61,2388.03,8139.9,8.3919,0.03,391,2388,100.0,38.94,23.4316,148,OK
2,141,0.0019,0.0003,100.0,518.67,642.07,1585.09,1403.25,14.62,21.61,554.7,2388.05,9057.75,1.3,47.43,522.5,2388.05,8137.35,8.4254,0.03,393,2388,1000,39.02,23.4038,146,OK
2,143,0.0001,0.0004,100.0,518.67,642.31,1588.88,1400.49,14.62,21.61,554.05,2388.03,9057.74,1.3,47.3,521.73,2388.05,8138.17,8.423,0.03,393,2388,100.0,38.82,23.4197,144,OK
2,145,-0.0021,0.0001,100.0,518.67,642.01,1582.72,1403.53,14.62,21.61,554.1,2387.97,9059.1,1.3,47.33,521.93,2388.08,8146.37,8.3967,0.03,393,2388,100.0,38.83,23.5167,142,OK
